"","Site","Date","Depth","DO","%_DO","Temp","Year","Month","Layer","Layer_Spline"
"4834","PLNO",2015-05-04,0.1,9.13,83.4,11.3,"2015","May","No Thermocline","No Thermocline"
"4835","PLNO",2015-05-04,1,9.16,83.1,11.1,"2015","May","No Thermocline","No Thermocline"
"4836","PLNO",2015-05-04,2,9.16,82.7,10.9,"2015","May","No Thermocline","No Thermocline"
"4837","PLNO",2015-05-04,3,9.2,82.5,10.5,"2015","May","No Thermocline","No Thermocline"
"4838","PLNO",2015-05-04,4,9.22,81.6,10.2,"2015","May","No Thermocline","No Thermocline"
"4839","PLNO",2015-05-04,5,9.25,81.5,9.8,"2015","May","No Thermocline","No Thermocline"
"4840","PLNO",2015-05-04,6,9.25,81.3,9.7,"2015","May","No Thermocline","No Thermocline"
"4841","PLNO",2015-05-04,7,9.25,81,9.5,"2015","May","No Thermocline","No Thermocline"
"4842","PLNO",2015-05-04,8,9.25,80.7,9.4,"2015","May","No Thermocline","No Thermocline"
"4843","PLNO",2015-05-04,9,9.22,80.1,9.3,"2015","May","No Thermocline","No Thermocline"
"4844","PLNO",2015-05-04,10,9.21,79.8,9,"2015","May","No Thermocline","No Thermocline"
"4845","PLNO",2015-05-04,11,9.2,79.4,8.9,"2015","May","No Thermocline","No Thermocline"
"4846","PLNO",2015-05-04,12,9.18,78.9,8.8,"2015","May","No Thermocline","No Thermocline"
"4847","PLNO",2015-05-04,13,9.18,78.4,8.5,"2015","May","No Thermocline","No Thermocline"
"4848","PLNO",2015-05-04,14,9.16,78.1,8.4,"2015","May","No Thermocline","No Thermocline"
"4849","PLNO",2015-05-04,15,9.15,77.8,8.3,"2015","May","No Thermocline","No Thermocline"
"4850","PLNO",2015-05-04,16,9.13,77.5,8.2,"2015","May","No Thermocline","No Thermocline"
"4851","PLNO",2015-05-04,17,9.12,77.2,8.2,"2015","May","No Thermocline","No Thermocline"
"4852","PLNO",2015-05-04,18,9.1,76.7,8.1,"2015","May","No Thermocline","No Thermocline"
"4853","PLNO",2015-05-04,19,9.07,76.3,7.9,"2015","May","No Thermocline","No Thermocline"
"4854","PLNO",2015-05-04,20,9,75.3,7.8,"2015","May","No Thermocline","No Thermocline"
"4855","PLNO",2015-05-04,21,8.97,74.2,7.4,"2015","May","No Thermocline","No Thermocline"
"4856","PLNO",2015-05-04,22,8.98,73.8,7,"2015","May","No Thermocline","No Thermocline"
"4857","PLNO",2015-05-04,23,8.98,73.6,6.8,"2015","May","No Thermocline","No Thermocline"
"4858","PLNO",2015-05-04,24,8.97,73.4,6.7,"2015","May","No Thermocline","No Thermocline"
"4859","PLNO",2015-05-04,25,8.96,73,6.6,"2015","May","No Thermocline","No Thermocline"
"4860","PLNO",2015-05-04,26,8.89,72.1,6.5,"2015","May","No Thermocline","No Thermocline"
"4861","PLNO",2015-05-04,27,8.88,71.6,6.2,"2015","May","No Thermocline","No Thermocline"
"4862","PLNO",2015-05-04,28,8.83,70.7,5.9,"2015","May","No Thermocline","No Thermocline"
"4863","PLNO",2015-05-04,29,8.8,70.4,5.9,"2015","May","No Thermocline","No Thermocline"
"4864","PLNO",2015-05-04,30,8.8,70.2,5.8,"2015","May","No Thermocline","No Thermocline"
"4865","PLNO",2015-05-04,31,8.82,70.1,5.7,"2015","May","No Thermocline","No Thermocline"
"4866","PLNO",2015-05-04,32,8.79,69.9,5.6,"2015","May","No Thermocline","No Thermocline"
"4867","PLNO",2015-05-04,33,8.78,69.4,5.5,"2015","May","No Thermocline","No Thermocline"
"4868","PLNO",2015-05-04,34,8.68,68.7,5.5,"2015","May","No Thermocline","No Thermocline"
"4869","PLNO",2015-05-04,35,8.62,68.3,5.5,"2015","May","No Thermocline","No Thermocline"
"4870","PLNO",2015-05-04,36,NA,NA,5.5,"2015","May","No Thermocline","No Thermocline"
"4871","PLNO",2015-06-15,0.1,7.34,79.5,19.3,"2015","Jun","Epilimnion","Epilimnion"
"4872","PLNO",2015-06-15,1,7.32,79.4,19.3,"2015","Jun","Epilimnion","Epilimnion"
"4873","PLNO",2015-06-15,2,7.29,79.1,19.3,"2015","Jun","Epilimnion","Epilimnion"
"4874","PLNO",2015-06-15,3,7.3,79,19.2,"2015","Jun","Epilimnion","Epilimnion"
"4875","PLNO",2015-06-15,4,7.35,79.1,19,"2015","Jun","Epilimnion","Epilimnion"
"4876","PLNO",2015-06-15,5,7.44,79.4,18.6,"2015","Jun","Thermocline","Thermocline"
"4877","PLNO",2015-06-15,6,8.36,81.5,14.3,"2015","Jun","Thermocline","Thermocline"
"4878","PLNO",2015-06-15,7,8.95,84.3,12.5,"2015","Jun","Hypolimnion","Hypolimnion"
"4879","PLNO",2015-06-15,8,9.09,83.8,11.8,"2015","Jun","Hypolimnion","Hypolimnion"
"4880","PLNO",2015-06-15,9,9.15,83.6,11.4,"2015","Jun","Hypolimnion","Hypolimnion"
"4881","PLNO",2015-06-15,10,9.19,83,11,"2015","Jun","Hypolimnion","Hypolimnion"
"4882","PLNO",2015-06-15,11,9.16,81.8,10.4,"2015","Jun","Hypolimnion","Hypolimnion"
"4883","PLNO",2015-06-15,12,9.12,80.8,10.2,"2015","Jun","Hypolimnion","Hypolimnion"
"4884","PLNO",2015-06-15,13,9.02,79,9.7,"2015","Jun","Hypolimnion","Hypolimnion"
"4885","PLNO",2015-06-15,14,8.95,77.5,9.2,"2015","Jun","Hypolimnion","Hypolimnion"
"4886","PLNO",2015-06-15,15,8.89,76.6,9,"2015","Jun","Hypolimnion","Hypolimnion"
"4887","PLNO",2015-06-15,16,8.83,75.6,8.8,"2015","Jun","Hypolimnion","Hypolimnion"
"4888","PLNO",2015-06-15,17,8.77,74.4,8.4,"2015","Jun","Hypolimnion","Hypolimnion"
"4889","PLNO",2015-06-15,18,8.71,73.6,8.2,"2015","Jun","Hypolimnion","Hypolimnion"
"4890","PLNO",2015-06-15,19,8.66,72.7,7.9,"2015","Jun","Hypolimnion","Hypolimnion"
"4891","PLNO",2015-06-15,20,8.64,72.2,7.7,"2015","Jun","Hypolimnion","Hypolimnion"
"4892","PLNO",2015-06-15,21,8.58,70.9,7.3,"2015","Jun","Hypolimnion","Hypolimnion"
"4893","PLNO",2015-06-15,22,8.55,70.1,6.9,"2015","Jun","Hypolimnion","Hypolimnion"
"4894","PLNO",2015-06-15,23,8.51,69.2,6.8,"2015","Jun","Hypolimnion","Hypolimnion"
"4895","PLNO",2015-06-15,24,8.43,68.5,6.5,"2015","Jun","Hypolimnion","Hypolimnion"
"4896","PLNO",2015-06-15,25,8.41,68.2,6.5,"2015","Jun","Hypolimnion","Hypolimnion"
"4897","PLNO",2015-06-15,30,8.33,67.3,6.2,"2015","Jun","Hypolimnion","Hypolimnion"
"4898","PLNO",2015-06-15,35,8.17,64.3,6,"2015","Jun","Hypolimnion","Hypolimnion"
"4899","PLNO",2015-07-21,0.1,7.44,86.2,22.5,"2015","Jul","Epilimnion","Epilimnion"
"4900","PLNO",2015-07-21,1,7.43,86.1,22.7,"2015","Jul","Epilimnion","Epilimnion"
"4901","PLNO",2015-07-21,2,7.4,85.7,22.7,"2015","Jul","Epilimnion","Epilimnion"
"4902","PLNO",2015-07-21,3,7.37,85.3,22.7,"2015","Jul","Epilimnion","Epilimnion"
"4903","PLNO",2015-07-21,4,7.34,85,22.7,"2015","Jul","Epilimnion","Epilimnion"
"4904","PLNO",2015-07-21,5,7.32,84.8,22.7,"2015","Jul","Epilimnion","Epilimnion"
"4905","PLNO",2015-07-21,6,7.3,84.6,22.7,"2015","Jul","Epilimnion","Epilimnion"
"4906","PLNO",2015-07-21,7,7.29,84.4,22.7,"2015","Jul","Epilimnion","Epilimnion"
"4907","PLNO",2015-07-21,8,7.28,84.2,22.6,"2015","Jul","Epilimnion","Epilimnion"
"4908","PLNO",2015-07-21,9,7.26,84,22.6,"2015","Jul","Epilimnion","Epilimnion"
"4909","PLNO",2015-07-21,10,7.26,84,22.5,"2015","Jul","Thermocline","Epilimnion"
"4910","PLNO",2015-07-21,12,7.79,90.9,20.2,"2015","Jul","Thermocline","Thermocline"
"4911","PLNO",2015-07-21,13,8.99,91,16.2,"2015","Jul","Thermocline","Thermocline"
"4912","PLNO",2015-07-21,14,9.6,92.2,14.5,"2015","Jul","Thermocline","Thermocline"
"4913","PLNO",2015-07-21,15,9.8,92.1,12.6,"2015","Jul","Thermocline","Thermocline"
"4914","PLNO",2015-07-21,16,9.92,91.9,12,"2015","Jul","Thermocline","Thermocline"
"4915","PLNO",2015-07-21,17,9.92,90.6,11.6,"2015","Jul","Thermocline","Thermocline"
"4916","PLNO",2015-07-21,18,9.87,85.4,10.2,"2015","Jul","Thermocline","Thermocline"
"4917","PLNO",2015-07-21,19,9.63,81.9,9,"2015","Jul","Hypolimnion","Thermocline"
"4918","PLNO",2015-07-21,20,9.41,79.1,8.1,"2015","Jul","Hypolimnion","Hypolimnion"
"4919","PLNO",2015-07-21,21,9.23,76.8,7.7,"2015","Jul","Hypolimnion","Hypolimnion"
"4920","PLNO",2015-07-21,22,9.12,75.9,7.5,"2015","Jul","Hypolimnion","Hypolimnion"
"4921","PLNO",2015-07-21,23,9.03,75,7.4,"2015","Jul","Hypolimnion","Hypolimnion"
"4922","PLNO",2015-07-21,24,8.96,74.1,7.3,"2015","Jul","Hypolimnion","Hypolimnion"
"4923","PLNO",2015-07-21,25,8.92,73.6,7.2,"2015","Jul","Hypolimnion","Hypolimnion"
"4924","PLNO",2015-07-21,26,8.85,72.9,7.1,"2015","Jul","Hypolimnion","Hypolimnion"
"4925","PLNO",2015-07-21,27,8.8,72.3,7,"2015","Jul","Hypolimnion","Hypolimnion"
"4926","PLNO",2015-07-21,28,8.75,71.8,6.9,"2015","Jul","Hypolimnion","Hypolimnion"
"4927","PLNO",2015-07-21,29,8.71,71.5,6.9,"2015","Jul","Hypolimnion","Hypolimnion"
"4928","PLNO",2015-07-21,30,8.7,71.1,6.8,"2015","Jul","Hypolimnion","Hypolimnion"
"4929","PLNO",2015-07-21,31,8.69,71.1,6.7,"2015","Jul","Hypolimnion","Hypolimnion"
"4930","PLNO",2015-09-22,0.1,7.44,76.2,16.6,"2015","Sep","Epilimnion","Epilimnion"
"4931","PLNO",2015-09-22,1,7.44,76.1,16.4,"2015","Sep","Epilimnion","Epilimnion"
"4932","PLNO",2015-09-22,2,7.43,75.8,16.4,"2015","Sep","Epilimnion","Epilimnion"
"4933","PLNO",2015-09-22,3,7.39,75.4,16.4,"2015","Sep","Epilimnion","Epilimnion"
"4934","PLNO",2015-09-22,4,7.36,75.2,16.4,"2015","Sep","Epilimnion","Epilimnion"
"4935","PLNO",2015-09-22,5,7.35,74.9,16.4,"2015","Sep","Epilimnion","Epilimnion"
"4936","PLNO",2015-09-22,6,7.32,74.6,16.3,"2015","Sep","Epilimnion","Epilimnion"
"4937","PLNO",2015-09-22,7,7.3,74.4,16.3,"2015","Sep","Epilimnion","Epilimnion"
"4938","PLNO",2015-09-22,8,7.28,74.2,16.3,"2015","Sep","Epilimnion","Epilimnion"
"4939","PLNO",2015-09-22,9,7.27,74,16.3,"2015","Sep","Epilimnion","Epilimnion"
"4940","PLNO",2015-09-22,10,7.25,73.9,16.3,"2015","Sep","Epilimnion","Epilimnion"
"4941","PLNO",2015-09-22,11,7.22,73.6,16.3,"2015","Sep","Epilimnion","Epilimnion"
"4942","PLNO",2015-09-22,12,7.21,73.5,16.3,"2015","Sep","Epilimnion","Epilimnion"
"4943","PLNO",2015-09-22,13,7.17,73.2,16.3,"2015","Sep","Thermocline","Thermocline"
"4944","PLNO",2015-09-22,14,7.65,69.9,11.3,"2015","Sep","Thermocline","Thermocline"
"4945","PLNO",2015-09-22,15,7.9,69.2,9.6,"2015","Sep","Hypolimnion","Thermocline"
"4946","PLNO",2015-09-22,16,7.89,67.7,9,"2015","Sep","Hypolimnion","Hypolimnion"
"4947","PLNO",2015-09-22,17,7.81,66.3,8.5,"2015","Sep","Hypolimnion","Hypolimnion"
"4948","PLNO",2015-09-22,18,7.68,64.2,8,"2015","Sep","Hypolimnion","Hypolimnion"
"4949","PLNO",2015-09-22,19,7.6,62.9,7.4,"2015","Sep","Hypolimnion","Hypolimnion"
"4950","PLNO",2015-09-22,20,7.53,62.1,7.2,"2015","Sep","Hypolimnion","Hypolimnion"
"4951","PLNO",2015-09-22,21,7.47,61.6,7.1,"2015","Sep","Hypolimnion","Hypolimnion"
"4952","PLNO",2015-09-22,22,7.45,61.5,7,"2015","Sep","Hypolimnion","Hypolimnion"
"4953","PLNO",2015-09-22,23,7.47,61.4,6.9,"2015","Sep","Hypolimnion","Hypolimnion"
"4954","PLNO",2015-09-22,24,7.47,61.4,6.9,"2015","Sep","Hypolimnion","Hypolimnion"
"4955","PLNO",2015-09-22,25,7.48,61.3,6.8,"2015","Sep","Hypolimnion","Hypolimnion"
"4956","PLNO",2015-09-22,26,7.48,61.4,6.8,"2015","Sep","Hypolimnion","Hypolimnion"
"4957","PLNO",2015-09-22,30,7.45,60.7,6.6,"2015","Sep","Hypolimnion","Hypolimnion"
"4958","PLNO",2015-09-22,35,7.35,59.3,6.4,"2015","Sep","Hypolimnion","Hypolimnion"
"4959","PLNO",2015-10-13,0.1,8.13,80.4,14.9,"2015","Oct","Epilimnion","Epilimnion"
"4960","PLNO",2015-10-13,1,8.11,80.2,14.9,"2015","Oct","Epilimnion","Epilimnion"
"4961","PLNO",2015-10-13,2,8.08,80,14.9,"2015","Oct","Epilimnion","Epilimnion"
"4962","PLNO",2015-10-13,3,8.07,79.8,14.9,"2015","Oct","Epilimnion","Epilimnion"
"4963","PLNO",2015-10-13,4,8.05,79.7,14.8,"2015","Oct","Epilimnion","Epilimnion"
"4964","PLNO",2015-10-13,5,8.06,79.6,14.9,"2015","Oct","Epilimnion","Epilimnion"
"4965","PLNO",2015-10-13,6,8.04,79.4,14.8,"2015","Oct","Epilimnion","Epilimnion"
"4966","PLNO",2015-10-13,7,8.03,79.2,14.8,"2015","Oct","Epilimnion","Epilimnion"
"4967","PLNO",2015-10-13,8,8.01,79.1,14.8,"2015","Oct","Epilimnion","Epilimnion"
"4968","PLNO",2015-10-13,9,8,79,14.8,"2015","Oct","Epilimnion","Epilimnion"
"4969","PLNO",2015-10-13,10,7.99,78.8,14.8,"2015","Oct","Epilimnion","Epilimnion"
"4970","PLNO",2015-10-13,11,7.97,78.7,14.8,"2015","Oct","Epilimnion","Epilimnion"
"4971","PLNO",2015-10-13,12,7.95,78.5,14.8,"2015","Oct","Epilimnion","Epilimnion"
"4972","PLNO",2015-10-13,13,7.93,78.3,14.8,"2015","Oct","Epilimnion","Epilimnion"
"4973","PLNO",2015-10-13,14,7.84,76.7,14.7,"2015","Oct","Thermocline","Thermocline"
"4974","PLNO",2015-10-13,15,7.88,71.4,11.6,"2015","Oct","Thermocline","Thermocline"
"4975","PLNO",2015-10-13,16,7.96,69,9.9,"2015","Oct","Thermocline","Thermocline"
"4976","PLNO",2015-10-13,17,7.95,68.1,8.9,"2015","Oct","Hypolimnion","Hypolimnion"
"4977","PLNO",2015-10-13,18,7.94,67.4,8.4,"2015","Oct","Hypolimnion","Hypolimnion"
"4978","PLNO",2015-10-13,19,7.95,66.7,8,"2015","Oct","Hypolimnion","Hypolimnion"
"4979","PLNO",2015-10-13,20,7.91,66.2,7.8,"2015","Oct","Hypolimnion","Hypolimnion"
"4980","PLNO",2015-10-13,21,7.88,65.6,7.6,"2015","Oct","Hypolimnion","Hypolimnion"
"4981","PLNO",2015-10-13,22,7.82,65,7.4,"2015","Oct","Hypolimnion","Hypolimnion"
"4982","PLNO",2015-10-13,23,7.77,64.4,7.3,"2015","Oct","Hypolimnion","Hypolimnion"
"4983","PLNO",2015-10-13,24,7.73,64,7.2,"2015","Oct","Hypolimnion","Hypolimnion"
"4984","PLNO",2015-10-13,25,7.72,63.7,7.1,"2015","Oct","Hypolimnion","Hypolimnion"
"4985","PLNO",2015-10-13,30,7.66,62.9,6.9,"2015","Oct","Hypolimnion","Hypolimnion"
"4986","PLNO",2015-10-13,35,7.61,62.4,6.8,"2015","Oct","Hypolimnion","Hypolimnion"
"4987","PLNO",2015-10-13,40,7.31,57.5,6.6,"2015","Oct","Hypolimnion","Hypolimnion"
"4988","PLNO",2015-10-13,45,7.02,57.4,6.6,"2015","Oct","Hypolimnion","Hypolimnion"
"4989","PLNO",2016-06-13,0.1,8.05,83.9,17.3,"2016","Jun","Epilimnion","Epilimnion"
"4990","PLNO",2016-06-13,1,8.05,83.6,17.2,"2016","Jun","Epilimnion","Epilimnion"
"4991","PLNO",2016-06-13,2,8.04,83.3,17.1,"2016","Jun","Epilimnion","Epilimnion"
"4992","PLNO",2016-06-13,3,8.01,83.1,17.1,"2016","Jun","Epilimnion","Epilimnion"
"4993","PLNO",2016-06-13,4,8.01,82.9,17,"2016","Jun","Epilimnion","Epilimnion"
"4994","PLNO",2016-06-13,5,8.02,82.8,16.9,"2016","Jun","Epilimnion","Epilimnion"
"4995","PLNO",2016-06-13,6,8.03,82.7,16.8,"2016","Jun","Epilimnion","Epilimnion"
"4996","PLNO",2016-06-13,7,8.05,82.8,16.7,"2016","Jun","Epilimnion","Epilimnion"
"4997","PLNO",2016-06-13,8,8.07,82.9,16.6,"2016","Jun","Epilimnion","Epilimnion"
"4998","PLNO",2016-06-13,9,8.09,81.6,15.8,"2016","Jun","Epilimnion","Thermocline"
"4999","PLNO",2016-06-13,10,8.13,81,15.2,"2016","Jun","Thermocline","Thermocline"
"5000","PLNO",2016-06-13,11,8.47,77.6,11.4,"2016","Jun","Thermocline","Thermocline"
"5001","PLNO",2016-06-13,12,8.56,77.1,10.7,"2016","Jun","Thermocline","Thermocline"
"5002","PLNO",2016-06-13,13,8.79,76.4,9.2,"2016","Jun","Hypolimnion","Thermocline"
"5003","PLNO",2016-06-13,14,8.93,76.4,8.5,"2016","Jun","Hypolimnion","Hypolimnion"
"5004","PLNO",2016-06-13,15,8.96,75.7,8,"2016","Jun","Hypolimnion","Hypolimnion"
"5005","PLNO",2016-06-13,16,8.92,74.8,7.7,"2016","Jun","Hypolimnion","Hypolimnion"
"5006","PLNO",2016-06-13,17,8.9,74.2,7.5,"2016","Jun","Hypolimnion","Hypolimnion"
"5007","PLNO",2016-06-13,18,8.92,73.7,7.1,"2016","Jun","Hypolimnion","Hypolimnion"
"5008","PLNO",2016-06-13,19,8.93,73.4,6.9,"2016","Jun","Hypolimnion","Hypolimnion"
"5009","PLNO",2016-06-13,20,8.95,73.2,6.7,"2016","Jun","Hypolimnion","Hypolimnion"
"5010","PLNO",2016-06-13,21,8.94,72.8,6.6,"2016","Jun","Hypolimnion","Hypolimnion"
"5011","PLNO",2016-06-13,22,8.92,72.6,6.5,"2016","Jun","Hypolimnion","Hypolimnion"
"5012","PLNO",2016-06-13,23,8.91,72.3,6.4,"2016","Jun","Hypolimnion","Hypolimnion"
"5013","PLNO",2016-06-13,24,8.89,72,6.3,"2016","Jun","Hypolimnion","Hypolimnion"
"5014","PLNO",2016-06-13,25,8.88,71.7,6.2,"2016","Jun","Hypolimnion","Hypolimnion"
"5015","PLNO",2016-06-13,26,8.86,71.4,6.1,"2016","Jun","Hypolimnion","Hypolimnion"
"5016","PLNO",2016-06-13,27,8.85,71.3,6.1,"2016","Jun","Hypolimnion","Hypolimnion"
"5017","PLNO",2016-06-13,28,8.84,71,6,"2016","Jun","Hypolimnion","Hypolimnion"
"5018","PLNO",2016-06-13,29,8.78,70.5,6,"2016","Jun","Hypolimnion","Hypolimnion"
"5019","PLNO",2016-06-13,30,8.78,70.3,5.9,"2016","Jun","Hypolimnion","Hypolimnion"
"5020","PLNO",2016-06-13,31,8.76,70.2,5.9,"2016","Jun","Hypolimnion","Hypolimnion"
"5021","PLNO",2016-06-13,32,7.75,69.9,5.8,"2016","Jun","Hypolimnion","Hypolimnion"
"5022","PLNO",2016-06-13,33,8.73,69.5,5.7,"2016","Jun","Hypolimnion","Hypolimnion"
"5023","PLNO",2016-06-13,34,8.69,69.3,5.7,"2016","Jun","Hypolimnion","Hypolimnion"
"5024","PLNO",2016-06-13,35,8.67,69.1,5.7,"2016","Jun","Hypolimnion","Hypolimnion"
"5025","PLNO",2016-06-13,36,8.64,68.9,5.7,"2016","Jun","Hypolimnion","Hypolimnion"
"5026","PLNO",2016-06-13,37,8.64,68.7,5.6,"2016","Jun","Hypolimnion","Hypolimnion"
"5027","PLNO",2016-06-13,38,8.58,68.4,5.7,"2016","Jun","Hypolimnion","Hypolimnion"
"5028","PLNO",2016-06-13,39,8.59,68.2,5.6,"2016","Jun","Hypolimnion","Hypolimnion"
"5029","PLNO",2016-06-13,40,8.54,67.8,5.6,"2016","Jun","Hypolimnion","Hypolimnion"
"5030","PLNO",2016-06-13,41,8.5,67.5,5.6,"2016","Jun","Hypolimnion","Hypolimnion"
"5031","PLNO",2016-06-13,42,8.46,67.2,5.6,"2016","Jun","Hypolimnion","Hypolimnion"
"5032","PLNO",2016-06-13,43,8.43,67,5.6,"2016","Jun","Hypolimnion","Hypolimnion"
"5033","PLNO",2016-07-18,0.1,7.93,86.7,19.6,"2016","Jul","Epilimnion","Epilimnion"
"5034","PLNO",2016-07-18,1,7.94,86.6,19.6,"2016","Jul","Epilimnion","Epilimnion"
"5035","PLNO",2016-07-18,2,7.93,86.4,19.6,"2016","Jul","Epilimnion","Epilimnion"
"5036","PLNO",2016-07-18,3,7.93,86.2,19.4,"2016","Jul","Epilimnion","Epilimnion"
"5037","PLNO",2016-07-18,4,7.93,86.1,19.3,"2016","Jul","Epilimnion","Epilimnion"
"5038","PLNO",2016-07-18,5,7.92,85.9,19.3,"2016","Jul","Epilimnion","Epilimnion"
"5039","PLNO",2016-07-18,6,7.92,85.8,19.2,"2016","Jul","Epilimnion","Epilimnion"
"5040","PLNO",2016-07-18,7,7.91,85.6,19.2,"2016","Jul","Epilimnion","Epilimnion"
"5041","PLNO",2016-07-18,8,8.04,85.6,18.5,"2016","Jul","Thermocline","Thermocline"
"5042","PLNO",2016-07-18,9,8.44,85.9,16.3,"2016","Jul","Thermocline","Thermocline"
"5043","PLNO",2016-07-18,10,8.51,85.4,15.6,"2016","Jul","Thermocline","Thermocline"
"5044","PLNO",2016-07-18,11,8.53,84.8,15.1,"2016","Jul","Thermocline","Thermocline"
"5045","PLNO",2016-07-18,12,8.55,83.7,14.6,"2016","Jul","Thermocline","Thermocline"
"5046","PLNO",2016-07-18,13,8.59,81.9,13.3,"2016","Jul","Thermocline","Thermocline"
"5047","PLNO",2016-07-18,14,8.48,78.6,12.1,"2016","Jul","Thermocline","Thermocline"
"5048","PLNO",2016-07-18,15,8.46,76.9,11.1,"2016","Jul","Thermocline","Thermocline"
"5049","PLNO",2016-07-18,16,8.59,76.2,10,"2016","Jul","Hypolimnion","Thermocline"
"5050","PLNO",2016-07-18,17,8.72,75.4,9.1,"2016","Jul","Hypolimnion","Hypolimnion"
"5051","PLNO",2016-07-18,18,8.64,73.3,8.3,"2016","Jul","Hypolimnion","Hypolimnion"
"5052","PLNO",2016-07-18,19,8.52,71.3,7.7,"2016","Jul","Hypolimnion","Hypolimnion"
"5053","PLNO",2016-07-18,20,8.45,70.5,7.5,"2016","Jul","Hypolimnion","Hypolimnion"
"5054","PLNO",2016-07-18,21,8.42,70,7.4,"2016","Jul","Hypolimnion","Hypolimnion"
"5055","PLNO",2016-07-18,22,8.41,69.6,7.2,"2016","Jul","Hypolimnion","Hypolimnion"
"5056","PLNO",2016-07-18,23,8.41,69.5,7.1,"2016","Jul","Hypolimnion","Hypolimnion"
"5057","PLNO",2016-07-18,24,8.41,69.3,7,"2016","Jul","Hypolimnion","Hypolimnion"
"5058","PLNO",2016-07-18,25,8.43,69.3,6.9,"2016","Jul","Hypolimnion","Hypolimnion"
"5059","PLNO",2016-07-18,26,8.52,69.7,6.7,"2016","Jul","Hypolimnion","Hypolimnion"
"5060","PLNO",2016-07-18,27,8.51,69.6,6.7,"2016","Jul","Hypolimnion","Hypolimnion"
"5061","PLNO",2016-07-18,28,8.52,69.5,6.6,"2016","Jul","Hypolimnion","Hypolimnion"
"5062","PLNO",2016-07-18,29,8.55,69.6,6.5,"2016","Jul","Hypolimnion","Hypolimnion"
"5063","PLNO",2016-07-18,30,8.5,69,6.4,"2016","Jul","Hypolimnion","Hypolimnion"
"5064","PLNO",2016-07-18,31,8.45,68.3,6.3,"2016","Jul","Hypolimnion","Hypolimnion"
"5065","PLNO",2016-07-18,32,8.41,68.1,6.3,"2016","Jul","Hypolimnion","Hypolimnion"
"5066","PLNO",2016-07-18,33,8.41,68.2,6.3,"2016","Jul","Hypolimnion","Hypolimnion"
"5067","PLNO",2016-07-18,34,8.47,68.4,6.2,"2016","Jul","Hypolimnion","Hypolimnion"
"5068","PLNO",2016-07-18,35,8.46,68.3,6.2,"2016","Jul","Hypolimnion","Hypolimnion"
"5069","PLNO",2016-07-18,36,8.45,68.2,6.2,"2016","Jul","Hypolimnion","Hypolimnion"
"5070","PLNO",2016-07-18,37,8.43,68.1,6.2,"2016","Jul","Hypolimnion","Hypolimnion"
"5071","PLNO",2016-07-18,38,8.41,67.9,6.2,"2016","Jul","Hypolimnion","Hypolimnion"
"5072","PLNO",2016-07-18,39,8.38,67.7,6.2,"2016","Jul","Hypolimnion","Hypolimnion"
"5073","PLNO",2016-07-18,40,8.37,67.4,6.1,"2016","Jul","Hypolimnion","Hypolimnion"
"5074","PLNO",2016-07-18,41,8.38,67.5,6.1,"2016","Jul","Hypolimnion","Hypolimnion"
"5075","PLNO",2016-07-18,42,8.39,67.6,6.1,"2016","Jul","Hypolimnion","Hypolimnion"
"5076","PLNO",2016-07-18,43,8.38,67.4,6.1,"2016","Jul","Hypolimnion","Hypolimnion"
"5077","PLNO",2016-07-18,44,8.32,66.9,6.1,"2016","Jul","Hypolimnion","Hypolimnion"
"5078","PLNO",2016-07-18,45,8.28,66.5,6.1,"2016","Jul","Hypolimnion","Hypolimnion"
"5079","PLNO",2016-07-18,46,8.2,65.6,6,"2016","Jul","Hypolimnion","Hypolimnion"
"5080","PLNO",2016-08-15,0.1,7.48,85.1,21.7,"2016","Aug","Epilimnion","Epilimnion"
"5081","PLNO",2016-08-15,1,7.5,85.2,21.6,"2016","Aug","Epilimnion","Epilimnion"
"5082","PLNO",2016-08-15,2,7.52,85.2,21.5,"2016","Aug","Epilimnion","Epilimnion"
"5083","PLNO",2016-08-15,3,7.51,85.1,21.5,"2016","Aug","Epilimnion","Epilimnion"
"5084","PLNO",2016-08-15,4,7.52,85,21.4,"2016","Aug","Epilimnion","Epilimnion"
"5085","PLNO",2016-08-15,5,7.51,84.9,21.4,"2016","Aug","Epilimnion","Epilimnion"
"5086","PLNO",2016-08-15,6,7.51,84.7,21.3,"2016","Aug","Epilimnion","Epilimnion"
"5087","PLNO",2016-08-15,7,7.52,84.5,21.1,"2016","Aug","Epilimnion","Epilimnion"
"5088","PLNO",2016-08-15,8,7.52,84.3,21,"2016","Aug","Epilimnion","Epilimnion"
"5089","PLNO",2016-08-15,9,7.53,84.2,20.9,"2016","Aug","Thermocline","Thermocline"
"5090","PLNO",2016-08-15,10,8.34,88.5,18.2,"2016","Aug","Thermocline","Thermocline"
"5091","PLNO",2016-08-15,11,8.65,88.9,16.7,"2016","Aug","Thermocline","Thermocline"
"5092","PLNO",2016-08-15,12,8.53,84.6,15.1,"2016","Aug","Thermocline","Thermocline"
"5093","PLNO",2016-08-15,13,8.54,82.7,14,"2016","Aug","Thermocline","Thermocline"
"5094","PLNO",2016-08-15,14,8.67,81.6,12.6,"2016","Aug","Thermocline","Thermocline"
"5095","PLNO",2016-08-15,15,8.75,79.1,10.9,"2016","Aug","Hypolimnion","Thermocline"
