"","Site","Date","Depth","DO","%_DO","Temp","Year","Month","Layer","Layer_Spline"
"4570","PLNO",2012-06-20,20,11.1,95,8.5,"2012","Jun","No Thermocline","No Thermocline"
"4571","PLNO",2012-06-20,21,11.3,94.5,8.2,"2012","Jun","No Thermocline","No Thermocline"
"4572","PLNO",2012-06-20,22,11.3,94.5,7.9,"2012","Jun","No Thermocline","No Thermocline"
"4573","PLNO",2012-06-20,23,11.5,95.1,7.3,"2012","Jun","No Thermocline","No Thermocline"
"4574","PLNO",2012-06-20,24,11.6,94,6.9,"2012","Jun","No Thermocline","No Thermocline"
"4575","PLNO",2012-06-20,25,11.5,93.5,6.8,"2012","Jun","No Thermocline","No Thermocline"
"4576","PLNO",2012-07-25,0.1,8.46,91.5,19.9,"2012","Jul","Epilimnion","Epilimnion"
"4577","PLNO",2012-07-25,1,8.5,93,19.7,"2012","Jul","Epilimnion","Epilimnion"
"4578","PLNO",2012-07-25,2,8.6,91.5,19.6,"2012","Jul","Epilimnion","Epilimnion"
"4579","PLNO",2012-07-25,3,8.45,91,19.5,"2012","Jul","Epilimnion","Epilimnion"
"4580","PLNO",2012-07-25,4,8.6,92.5,19.3,"2012","Jul","Epilimnion","Epilimnion"
"4581","PLNO",2012-07-25,5,8.9,94.5,18.5,"2012","Jul","Epilimnion","Epilimnion"
"4582","PLNO",2012-07-25,6,9.1,94,18.1,"2012","Jul","Epilimnion","Epilimnion"
"4583","PLNO",2012-07-25,7,9.3,96.5,17.4,"2012","Jul","Epilimnion","Thermocline"
"4584","PLNO",2012-07-25,8,9.5,96.6,16.8,"2012","Jul","Thermocline","Thermocline"
"4585","PLNO",2012-07-25,9,10,97.5,13.8,"2012","Jul","Thermocline","Thermocline"
"4586","PLNO",2012-07-25,10,10.3,95.4,12.8,"2012","Jul","Thermocline","Thermocline"
"4587","PLNO",2012-07-25,11,10.2,94,11.9,"2012","Jul","Thermocline","Thermocline"
"4588","PLNO",2012-07-25,12,10.3,89.5,10.1,"2012","Jul","Thermocline","Thermocline"
"4589","PLNO",2012-07-25,13,10.1,88.5,8.7,"2012","Jul","Hypolimnion","Hypolimnion"
"4590","PLNO",2012-07-25,14,10.6,89.2,8.1,"2012","Jul","Hypolimnion","Hypolimnion"
"4591","PLNO",2012-07-25,15,10.5,88.1,7.8,"2012","Jul","Hypolimnion","Hypolimnion"
"4592","PLNO",2012-07-25,16,10.5,88.3,7.5,"2012","Jul","Hypolimnion","Hypolimnion"
"4593","PLNO",2012-07-25,17,10.6,88.5,7.3,"2012","Jul","Hypolimnion","Hypolimnion"
"4594","PLNO",2012-07-25,18,10.7,88.2,7,"2012","Jul","Hypolimnion","Hypolimnion"
"4595","PLNO",2012-07-25,19,10.7,87.8,6.9,"2012","Jul","Hypolimnion","Hypolimnion"
"4596","PLNO",2012-07-25,20,10.7,87.2,6.8,"2012","Jul","Hypolimnion","Hypolimnion"
"4597","PLNO",2012-07-25,21,10.7,87.4,6.8,"2012","Jul","Hypolimnion","Hypolimnion"
"4598","PLNO",2012-07-25,22,10.7,87.5,6.6,"2012","Jul","Hypolimnion","Hypolimnion"
"4599","PLNO",2012-07-25,23,10.7,87.6,6.6,"2012","Jul","Hypolimnion","Hypolimnion"
"4600","PLNO",2012-07-25,24,10.8,87.5,6.5,"2012","Jul","Hypolimnion","Hypolimnion"
"4601","PLNO",2012-07-25,25,10.7,87.6,6.4,"2012","Jul","Hypolimnion","Hypolimnion"
"4602","PLNO",2012-08-26,0.1,7.8,86.2,20.7,"2012","Aug","Epilimnion","Epilimnion"
"4603","PLNO",2012-08-26,1,7.9,86,20.7,"2012","Aug","Epilimnion","Epilimnion"
"4604","PLNO",2012-08-26,2,7.89,85.8,20.7,"2012","Aug","Epilimnion","Epilimnion"
"4605","PLNO",2012-08-26,3,7.9,85,20.6,"2012","Aug","Epilimnion","Epilimnion"
"4606","PLNO",2012-08-26,4,7.8,86.2,20.6,"2012","Aug","Epilimnion","Epilimnion"
"4607","PLNO",2012-08-26,5,7.9,88.2,20.6,"2012","Aug","Epilimnion","Epilimnion"
"4608","PLNO",2012-08-26,6,8,88.5,20.6,"2012","Aug","Epilimnion","Epilimnion"
"4609","PLNO",2012-08-26,7,7.99,86.5,20.6,"2012","Aug","Epilimnion","Epilimnion"
"4610","PLNO",2012-08-26,8,7.9,86,20.6,"2012","Aug","Epilimnion","Epilimnion"
"4611","PLNO",2012-08-26,9,7.85,87,19.9,"2012","Aug","Thermocline","Thermocline"
"4612","PLNO",2012-08-26,10,10.15,97.5,14.1,"2012","Aug","Thermocline","Thermocline"
"4613","PLNO",2012-08-26,11,10.2,94,12.2,"2012","Aug","Thermocline","Thermocline"
"4614","PLNO",2012-08-26,12,10.4,92,11,"2012","Aug","Thermocline","Hypolimnion"
"4615","PLNO",2012-08-26,13,10.2,90.6,10.4,"2012","Aug","Thermocline","Hypolimnion"
"4616","PLNO",2012-08-26,14,10.4,91,9.2,"2012","Aug","Hypolimnion","Hypolimnion"
"4617","PLNO",2012-08-26,15,10.5,88.5,8.4,"2012","Aug","Hypolimnion","Hypolimnion"
"4618","PLNO",2012-08-26,16,10.3,87.3,8.1,"2012","Aug","Hypolimnion","Hypolimnion"
"4619","PLNO",2012-08-26,17,10.3,86,7.6,"2012","Aug","Hypolimnion","Hypolimnion"
"4620","PLNO",2012-08-26,18,10.36,85.3,7.4,"2012","Aug","Hypolimnion","Hypolimnion"
"4621","PLNO",2012-08-26,19,10.2,85.4,7.2,"2012","Aug","Hypolimnion","Hypolimnion"
"4622","PLNO",2012-08-26,20,10.2,84.4,7,"2012","Aug","Hypolimnion","Hypolimnion"
"4623","PLNO",2012-08-26,21,10.2,84.6,6.9,"2012","Aug","Hypolimnion","Hypolimnion"
"4624","PLNO",2012-08-26,22,10.2,84.5,6.8,"2012","Aug","Hypolimnion","Hypolimnion"
"4625","PLNO",2012-08-26,23,10.3,84.4,6.6,"2012","Aug","Hypolimnion","Hypolimnion"
"4626","PLNO",2012-08-26,24,10.3,82.7,6.6,"2012","Aug","Hypolimnion","Hypolimnion"
"4627","PLNO",2012-08-26,25,10.1,82.6,6.5,"2012","Aug","Hypolimnion","Hypolimnion"
"4628","PLNO",2013-06-04,0.1,9.68,93.8,14.5,"2013","Jun","Epilimnion","Epilimnion"
"4629","PLNO",2013-06-04,1,9.71,94,13.9,"2013","Jun","Epilimnion","Epilimnion"
"4630","PLNO",2013-06-04,2,9.74,93.9,13.8,"2013","Jun","Epilimnion","Epilimnion"
"4631","PLNO",2013-06-04,3,9.74,93.1,13.5,"2013","Jun","Epilimnion","Epilimnion"
"4632","PLNO",2013-06-04,4,9.72,92.7,13.2,"2013","Jun","Epilimnion","Epilimnion"
"4633","PLNO",2013-06-04,5,9.71,92.4,13.1,"2013","Jun","Epilimnion","Epilimnion"
"4634","PLNO",2013-06-04,6,9.71,92.2,13.1,"2013","Jun","Epilimnion","Epilimnion"
"4635","PLNO",2013-06-04,7,9.69,92,13,"2013","Jun","Thermocline","Epilimnion"
"4636","PLNO",2013-06-04,8,9.68,89.1,12,"2013","Jun","Thermocline","Epilimnion"
"4637","PLNO",2013-06-04,9,9.77,88.8,11.2,"2013","Jun","Thermocline","Epilimnion"
"4638","PLNO",2013-06-04,10,9.79,88.5,10.9,"2013","Jun","Thermocline","Epilimnion"
"4639","PLNO",2013-06-04,11,9.78,88.3,10.8,"2013","Jun","Thermocline","Epilimnion"
"4640","PLNO",2013-06-04,12,9.88,83.2,8,"2013","Jun","Hypolimnion","Thermocline"
"4641","PLNO",2013-06-04,13,9.86,82.7,7.8,"2013","Jun","Hypolimnion","Hypolimnion"
"4642","PLNO",2013-06-04,14,10.04,81.9,6.9,"2013","Jun","Hypolimnion","Hypolimnion"
"4643","PLNO",2013-06-04,15,10.12,82,6.5,"2013","Jun","Hypolimnion","Hypolimnion"
"4644","PLNO",2013-06-04,16,10.11,81.5,6.2,"2013","Jun","Hypolimnion","Hypolimnion"
"4645","PLNO",2013-06-04,17,10.1,81.2,6,"2013","Jun","Hypolimnion","Hypolimnion"
"4646","PLNO",2013-06-04,18,10.07,80.7,5.9,"2013","Jun","Hypolimnion","Hypolimnion"
"4647","PLNO",2013-06-04,19,10.07,80.5,5.8,"2013","Jun","Hypolimnion","Hypolimnion"
"4648","PLNO",2013-06-04,20,10.06,80.3,5.8,"2013","Jun","Hypolimnion","Hypolimnion"
"4649","PLNO",2013-06-04,21,10.04,80,5.7,"2013","Jun","Hypolimnion","Hypolimnion"
"4650","PLNO",2013-06-04,22,10.05,79.9,5.6,"2013","Jun","Hypolimnion","Hypolimnion"
"4651","PLNO",2013-06-04,23,10.04,79.8,5.6,"2013","Jun","Hypolimnion","Hypolimnion"
"4652","PLNO",2013-06-04,24,10.03,79.6,5.5,"2013","Jun","Hypolimnion","Hypolimnion"
"4653","PLNO",2013-06-04,25,10.03,79.4,5.4,"2013","Jun","Hypolimnion","Hypolimnion"
"4654","PLNO",2013-07-24,0.1,7.29,85.4,23.3,"2013","Jul","Epilimnion","Epilimnion"
"4655","PLNO",2013-07-24,1,7.29,85.1,23.1,"2013","Jul","Epilimnion","Epilimnion"
"4656","PLNO",2013-07-24,2,7.28,84.9,23,"2013","Jul","Epilimnion","Epilimnion"
"4657","PLNO",2013-07-24,3,7.29,84.7,22.8,"2013","Jul","Epilimnion","Epilimnion"
"4658","PLNO",2013-07-24,4,7.27,84.3,22.7,"2013","Jul","Epilimnion","Epilimnion"
"4659","PLNO",2013-07-24,5,7.26,83.9,22.6,"2013","Jul","Epilimnion","Epilimnion"
"4660","PLNO",2013-07-24,6,7.25,83.7,22.5,"2013","Jul","Epilimnion","Epilimnion"
"4661","PLNO",2013-07-24,7,7.32,83.4,22.1,"2013","Jul","Thermocline","Thermocline"
"4662","PLNO",2013-07-24,8,8.56,88.7,20,"2013","Jul","Thermocline","Thermocline"
"4663","PLNO",2013-07-24,9,8.99,90.1,16,"2013","Jul","Thermocline","Thermocline"
"4664","PLNO",2013-07-24,10,9.21,87.8,14.5,"2013","Jul","Thermocline","Thermocline"
"4665","PLNO",2013-07-24,11,9.44,87.4,12.5,"2013","Jul","Thermocline","Thermocline"
"4666","PLNO",2013-07-24,12,9.63,87.2,11.2,"2013","Jul","Thermocline","Thermocline"
"4667","PLNO",2013-07-24,13,9.56,85.4,10.4,"2013","Jul","Thermocline","Hypolimnion"
"4668","PLNO",2013-07-24,14,9.34,82,9.7,"2013","Jul","Thermocline","Hypolimnion"
"4669","PLNO",2013-07-24,15,9.24,79,8.7,"2013","Jul","Hypolimnion","Hypolimnion"
"4670","PLNO",2013-07-24,16,9.23,78.3,8.3,"2013","Jul","Hypolimnion","Hypolimnion"
"4671","PLNO",2013-07-24,17,9.21,77,7.6,"2013","Jul","Hypolimnion","Hypolimnion"
"4672","PLNO",2013-07-24,18,9.17,75.9,7.4,"2013","Jul","Hypolimnion","Hypolimnion"
"4673","PLNO",2013-07-24,19,9.13,75.3,7,"2013","Jul","Hypolimnion","Hypolimnion"
"4674","PLNO",2013-07-24,20,9.02,73.9,6.7,"2013","Jul","Hypolimnion","Hypolimnion"
"4675","PLNO",2013-07-24,21,8.97,73,6.6,"2013","Jul","Hypolimnion","Hypolimnion"
"4676","PLNO",2013-07-24,22,8.96,72.8,6.4,"2013","Jul","Hypolimnion","Hypolimnion"
"4677","PLNO",2013-07-24,23,8.93,72.4,6.4,"2013","Jul","Hypolimnion","Hypolimnion"
"4678","PLNO",2013-07-24,24,8.96,72.1,6.2,"2013","Jul","Hypolimnion","Hypolimnion"
"4679","PLNO",2013-07-24,25,8.97,72,6.1,"2013","Jul","Hypolimnion","Hypolimnion"
"4680","PLNO",2013-08-20,0.1,6.84,81.8,24.8,"2013","Aug","Epilimnion","Epilimnion"
"4681","PLNO",2013-08-20,1,6.93,82.4,24.2,"2013","Aug","Epilimnion","Epilimnion"
"4682","PLNO",2013-08-20,2,6.96,82.5,24,"2013","Aug","Epilimnion","Epilimnion"
"4683","PLNO",2013-08-20,3,6.99,82.5,23.8,"2013","Aug","Epilimnion","Epilimnion"
"4684","PLNO",2013-08-20,4,7.03,82.5,23.4,"2013","Aug","Epilimnion","Epilimnion"
"4685","PLNO",2013-08-20,5,7.05,82.5,23.2,"2013","Aug","Epilimnion","Epilimnion"
"4686","PLNO",2013-08-20,6,7.05,82.4,23.1,"2013","Aug","Epilimnion","Epilimnion"
"4687","PLNO",2013-08-20,7,7.04,82.1,23,"2013","Aug","Epilimnion","Epilimnion"
"4688","PLNO",2013-08-20,8,7.03,81.8,22.9,"2013","Aug","Epilimnion","Epilimnion"
"4689","PLNO",2013-08-20,9,7.02,81.6,22.9,"2013","Aug","Thermocline","Thermocline"
"4690","PLNO",2013-08-20,10,8.72,90.2,17.5,"2013","Aug","Thermocline","Thermocline"
"4691","PLNO",2013-08-20,11,9.18,89.5,14.5,"2013","Aug","Thermocline","Thermocline"
"4692","PLNO",2013-08-20,12,9.52,88.6,12.4,"2013","Aug","Thermocline","Thermocline"
"4693","PLNO",2013-08-20,13,9.27,81.6,10,"2013","Aug","Thermocline","Thermocline"
"4694","PLNO",2013-08-20,14,9.21,78.6,8.7,"2013","Aug","Hypolimnion","Thermocline"
"4695","PLNO",2013-08-20,15,8.95,75.2,7.9,"2013","Aug","Hypolimnion","Hypolimnion"
"4696","PLNO",2013-08-20,16,8.77,72.5,7.2,"2013","Aug","Hypolimnion","Hypolimnion"
"4697","PLNO",2013-08-20,17,8.72,71.5,6.9,"2013","Aug","Hypolimnion","Hypolimnion"
"4698","PLNO",2013-08-20,18,8.67,70.8,6.7,"2013","Aug","Hypolimnion","Hypolimnion"
"4699","PLNO",2013-08-20,19,8.63,70.2,6.5,"2013","Aug","Hypolimnion","Hypolimnion"
"4700","PLNO",2013-08-20,20,8.6,69.8,6.5,"2013","Aug","Hypolimnion","Hypolimnion"
"4701","PLNO",2013-08-20,21,8.57,69.4,6.4,"2013","Aug","Hypolimnion","Hypolimnion"
"4702","PLNO",2013-08-20,22,8.54,69.2,6.3,"2013","Aug","Hypolimnion","Hypolimnion"
"4703","PLNO",2013-08-20,23,8.54,68.9,6.2,"2013","Aug","Hypolimnion","Hypolimnion"
"4704","PLNO",2013-08-20,24,8.52,68.8,6.2,"2013","Aug","Hypolimnion","Hypolimnion"
"4705","PLNO",2013-08-20,25,8.51,68.7,6.2,"2013","Aug","Hypolimnion","Hypolimnion"
"4706","PLNO",2014-05-20,0.1,10.47,98,12.4,"2014","May","No Thermocline","No Thermocline"
"4707","PLNO",2014-05-20,1,10.5,97.5,12.2,"2014","May","No Thermocline","No Thermocline"
"4708","PLNO",2014-05-20,2,10.52,96.9,11.8,"2014","May","No Thermocline","No Thermocline"
"4709","PLNO",2014-05-20,3,10.63,96.8,11.4,"2014","May","No Thermocline","No Thermocline"
"4710","PLNO",2014-05-20,4,10.78,96.5,10.5,"2014","May","No Thermocline","No Thermocline"
"4711","PLNO",2014-05-20,5,10.94,95.6,9.6,"2014","May","No Thermocline","No Thermocline"
"4712","PLNO",2014-05-20,6,10.94,94.7,9.1,"2014","May","No Thermocline","No Thermocline"
"4713","PLNO",2014-05-20,7,10.95,94.3,8.9,"2014","May","No Thermocline","No Thermocline"
"4714","PLNO",2014-05-20,8,10.98,93.2,8.6,"2014","May","No Thermocline","No Thermocline"
"4715","PLNO",2014-05-20,9,11,93,8.1,"2014","May","No Thermocline","No Thermocline"
"4716","PLNO",2014-05-20,10,11.03,92.4,7.8,"2014","May","No Thermocline","No Thermocline"
"4717","PLNO",2014-05-20,11,11.03,91.9,7.6,"2014","May","No Thermocline","No Thermocline"
"4718","PLNO",2014-05-20,12,10.99,91.5,7.5,"2014","May","No Thermocline","No Thermocline"
"4719","PLNO",2014-05-20,13,11.01,91.4,7.3,"2014","May","No Thermocline","No Thermocline"
"4720","PLNO",2014-05-20,14,11.03,91.4,7.2,"2014","May","No Thermocline","No Thermocline"
"4721","PLNO",2014-05-20,15,11.02,90.4,7.1,"2014","May","No Thermocline","No Thermocline"
"4722","PLNO",2014-05-20,16,10.93,89.9,6.9,"2014","May","No Thermocline","No Thermocline"
"4723","PLNO",2014-05-20,17,10.85,88.6,6.6,"2014","May","No Thermocline","No Thermocline"
"4724","PLNO",2014-05-20,18,10.84,88.2,6.6,"2014","May","No Thermocline","No Thermocline"
"4725","PLNO",2014-05-20,19,10.84,88,6.5,"2014","May","No Thermocline","No Thermocline"
"4726","PLNO",2014-05-20,20,10.83,87.7,6.3,"2014","May","No Thermocline","No Thermocline"
"4727","PLNO",2014-05-20,21,10.81,87.2,6.2,"2014","May","No Thermocline","No Thermocline"
"4728","PLNO",2014-05-20,22,10.79,86.9,6.1,"2014","May","No Thermocline","No Thermocline"
"4729","PLNO",2014-05-20,23,10.75,86.2,6,"2014","May","No Thermocline","No Thermocline"
"4730","PLNO",2014-05-20,24,10.72,85.8,5.9,"2014","May","No Thermocline","No Thermocline"
"4731","PLNO",2014-05-20,25,10.69,85.4,5.8,"2014","May","No Thermocline","No Thermocline"
"4732","PLNO",2014-05-20,30,10.63,84.3,5.5,"2014","May","No Thermocline","No Thermocline"
"4733","PLNO",2014-05-20,40,10.27,80.8,5.3,"2014","May","No Thermocline","No Thermocline"
"4734","PLNO",2014-06-17,0.1,9.16,92.2,14.7,"2014","Jun","Epilimnion","Epilimnion"
"4735","PLNO",2014-06-17,1,9.16,90.1,14.7,"2014","Jun","Epilimnion","Epilimnion"
"4736","PLNO",2014-06-17,2,9.15,90,14.6,"2014","Jun","Epilimnion","Epilimnion"
"4737","PLNO",2014-06-17,3,9.13,89.7,14.6,"2014","Jun","Epilimnion","Epilimnion"
"4738","PLNO",2014-06-17,4,9.1,89.4,14.6,"2014","Jun","Epilimnion","Epilimnion"
"4739","PLNO",2014-06-17,5,9.08,89,14.5,"2014","Jun","Epilimnion","Epilimnion"
"4740","PLNO",2014-06-17,6,9.04,88.7,14.5,"2014","Jun","Epilimnion","Epilimnion"
"4741","PLNO",2014-06-17,7,9.03,88.4,14.4,"2014","Jun","Epilimnion","Epilimnion"
"4742","PLNO",2014-06-17,8,9.02,88.1,14.4,"2014","Jun","Epilimnion","Epilimnion"
"4743","PLNO",2014-06-17,9,8.98,86.4,14,"2014","Jun","Epilimnion","Epilimnion"
"4744","PLNO",2014-06-17,10,9.03,85.9,13.1,"2014","Jun","Epilimnion","Epilimnion"
"4745","PLNO",2014-06-17,11,9.04,84.8,12.7,"2014","Jun","Thermocline","Epilimnion"
"4746","PLNO",2014-06-17,12,9.08,82.7,11.5,"2014","Jun","Thermocline","Thermocline"
"4747","PLNO",2014-06-17,13,9.13,80,9.8,"2014","Jun","Thermocline","Thermocline"
"4748","PLNO",2014-06-17,14,9.34,78.8,8.2,"2014","Jun","Hypolimnion","Thermocline"
"4749","PLNO",2014-06-17,15,9.45,78.2,7.3,"2014","Jun","Hypolimnion","Hypolimnion"
"4750","PLNO",2014-06-17,16,9.47,77.6,7,"2014","Jun","Hypolimnion","Hypolimnion"
"4751","PLNO",2014-06-17,17,9.51,77.6,6.6,"2014","Jun","Hypolimnion","Hypolimnion"
"4752","PLNO",2014-06-17,18,9.53,77.8,6.5,"2014","Jun","Hypolimnion","Hypolimnion"
"4753","PLNO",2014-06-17,19,9.62,78,6.3,"2014","Jun","Hypolimnion","Hypolimnion"
"4754","PLNO",2014-06-17,20,9.7,78.1,6.1,"2014","Jun","Hypolimnion","Hypolimnion"
"4755","PLNO",2014-06-17,30,9.54,75.6,5.6,"2014","Jun","Hypolimnion","Hypolimnion"
"4756","PLNO",2014-06-17,40,NA,67,5.3,"2014","Jun","Hypolimnion","Hypolimnion"
"4757","PLNO",2014-07-21,0.1,7.6,86.6,21.8,"2014","Jul","Epilimnion","Epilimnion"
"4758","PLNO",2014-07-21,1,7.59,86.5,21.8,"2014","Jul","Epilimnion","Epilimnion"
"4759","PLNO",2014-07-21,2,7.58,86.4,21.8,"2014","Jul","Epilimnion","Epilimnion"
"4760","PLNO",2014-07-21,3,7.57,86.2,21.8,"2014","Jul","Epilimnion","Epilimnion"
"4761","PLNO",2014-07-21,4,7.56,86.1,21.8,"2014","Jul","Epilimnion","Epilimnion"
"4762","PLNO",2014-07-21,5,7.54,85.9,21.8,"2014","Jul","Epilimnion","Epilimnion"
"4763","PLNO",2014-07-21,6,7.53,85.9,21.8,"2014","Jul","Epilimnion","Epilimnion"
"4764","PLNO",2014-07-21,7,7.52,85.7,21.8,"2014","Jul","Epilimnion","Epilimnion"
"4765","PLNO",2014-07-21,8,7.51,85.6,21.8,"2014","Jul","Epilimnion","Epilimnion"
"4766","PLNO",2014-07-21,9,7.51,85.3,21.7,"2014","Jul","Thermocline","Thermocline"
"4767","PLNO",2014-07-21,10,8.05,86.2,19,"2014","Jul","Thermocline","Thermocline"
"4768","PLNO",2014-07-21,11,8.8,85.9,15,"2014","Jul","Thermocline","Thermocline"
"4769","PLNO",2014-07-21,12,9.15,83.1,12.1,"2014","Jul","Thermocline","Thermocline"
"4770","PLNO",2014-07-21,13,9.23,79.9,9.4,"2014","Jul","Hypolimnion","Thermocline"
"4771","PLNO",2014-07-21,14,9.25,78.6,8.6,"2014","Jul","Hypolimnion","Hypolimnion"
"4772","PLNO",2014-07-21,15,9.21,77,8,"2014","Jul","Hypolimnion","Hypolimnion"
"4773","PLNO",2014-07-21,16,9.16,75.3,7.2,"2014","Jul","Hypolimnion","Hypolimnion"
"4774","PLNO",2014-07-21,17,9.07,74.3,6.9,"2014","Jul","Hypolimnion","Hypolimnion"
"4775","PLNO",2014-07-21,18,9.06,74,6.7,"2014","Jul","Hypolimnion","Hypolimnion"
"4776","PLNO",2014-07-21,19,9.03,73.4,6.6,"2014","Jul","Hypolimnion","Hypolimnion"
"4777","PLNO",2014-07-21,20,8.99,73.1,6.5,"2014","Jul","Hypolimnion","Hypolimnion"
"4778","PLNO",2014-07-21,25,8.96,72.2,6.2,"2014","Jul","Hypolimnion","Hypolimnion"
"4779","PLNO",2014-07-21,30,8.91,71.2,5.9,"2014","Jul","Hypolimnion","Hypolimnion"
"4780","PLNO",2014-07-21,35,8.79,69.9,5.6,"2014","Jul","Hypolimnion","Hypolimnion"
"4781","PLNO",2014-07-21,40,8.01,62,5.5,"2014","Jul","Hypolimnion","Hypolimnion"
"4782","PLNO",2014-08-26,0.1,7.89,87.7,20.7,"2014","Aug","Epilimnion","Epilimnion"
"4783","PLNO",2014-08-26,1,7.84,87.1,20.5,"2014","Aug","Epilimnion","Epilimnion"
"4784","PLNO",2014-08-26,2,7.84,86.7,20.3,"2014","Aug","Epilimnion","Epilimnion"
"4785","PLNO",2014-08-26,3,7.81,86.4,20.3,"2014","Aug","Epilimnion","Epilimnion"
"4786","PLNO",2014-08-26,4,7.8,86.1,20.2,"2014","Aug","Epilimnion","Epilimnion"
"4787","PLNO",2014-08-26,5,7.79,85.8,20.1,"2014","Aug","Epilimnion","Epilimnion"
"4788","PLNO",2014-08-26,6,7.8,85.7,20,"2014","Aug","Epilimnion","Epilimnion"
"4789","PLNO",2014-08-26,7,7.83,85.9,19.9,"2014","Aug","Epilimnion","Epilimnion"
"4790","PLNO",2014-08-26,8,7.98,87,19.6,"2014","Aug","Epilimnion","Epilimnion"
"4791","PLNO",2014-08-26,9,8.2,89,19.1,"2014","Aug","Epilimnion","Epilimnion"
"4792","PLNO",2014-08-26,10,8.38,89.2,18.4,"2014","Aug","Thermocline","Epilimnion"
"4793","PLNO",2014-08-26,11,8.69,90.8,17,"2014","Aug","Thermocline","Thermocline"
"4794","PLNO",2014-08-26,12,9.27,86.1,13,"2014","Aug","Thermocline","Thermocline"
"4795","PLNO",2014-08-26,13,9.39,85.5,11.3,"2014","Aug","Thermocline","Thermocline"
"4796","PLNO",2014-08-26,14,9.37,83,10.3,"2014","Aug","Thermocline","Thermocline"
"4797","PLNO",2014-08-26,15,9.3,79.1,8.5,"2014","Aug","Hypolimnion","Thermocline"
"4798","PLNO",2014-08-26,16,9.2,77.4,7.9,"2014","Aug","Hypolimnion","Hypolimnion"
"4799","PLNO",2014-08-26,17,9.1,75.5,7.6,"2014","Aug","Hypolimnion","Hypolimnion"
"4800","PLNO",2014-08-26,18,9,74.4,7.2,"2014","Aug","Hypolimnion","Hypolimnion"
"4801","PLNO",2014-08-26,19,8.92,73.4,7,"2014","Aug","Hypolimnion","Hypolimnion"
"4802","PLNO",2014-08-26,20,8.87,72.6,6.8,"2014","Aug","Hypolimnion","Hypolimnion"
"4803","PLNO",2014-08-26,25,8.67,70.2,6.3,"2014","Aug","Hypolimnion","Hypolimnion"
"4804","PLNO",2014-08-26,30,8.7,69.7,5.9,"2014","Aug","Hypolimnion","Hypolimnion"
"4805","PLNO",2014-08-26,35,8.62,68.5,5.7,"2014","Aug","Hypolimnion","Hypolimnion"
"4806","PLNO",2014-09-15,0.1,8.18,85.1,17.3,"2014","Sep","Epilimnion","Epilimnion"
"4807","PLNO",2014-09-15,1,8.25,85.5,17.1,"2014","Sep","Epilimnion","Epilimnion"
"4808","PLNO",2014-09-15,2,8.25,85.3,17,"2014","Sep","Epilimnion","Epilimnion"
"4809","PLNO",2014-09-15,3,8.23,85,16.9,"2014","Sep","Epilimnion","Epilimnion"
"4810","PLNO",2014-09-15,4,8.21,84.8,16.9,"2014","Sep","Epilimnion","Epilimnion"
"4811","PLNO",2014-09-15,5,8.19,84.6,16.9,"2014","Sep","Epilimnion","Epilimnion"
"4812","PLNO",2014-09-15,6,8.16,84.3,16.9,"2014","Sep","Epilimnion","Epilimnion"
"4813","PLNO",2014-09-15,7,8.16,84.1,16.8,"2014","Sep","Epilimnion","Epilimnion"
"4814","PLNO",2014-09-15,8,8.14,83.9,16.8,"2014","Sep","Epilimnion","Epilimnion"
"4815","PLNO",2014-09-15,9,8.14,83.7,16.7,"2014","Sep","Epilimnion","Epilimnion"
"4816","PLNO",2014-09-15,10,8.11,83.4,16.7,"2014","Sep","Epilimnion","Epilimnion"
"4817","PLNO",2014-09-15,11,8.11,83.2,16.6,"2014","Sep","Epilimnion","Epilimnion"
"4818","PLNO",2014-09-15,12,8.1,83.1,16.6,"2014","Sep","Thermocline","Thermocline"
"4819","PLNO",2014-09-15,13,8.57,83.7,14.3,"2014","Sep","Thermocline","Thermocline"
"4820","PLNO",2014-09-15,14,8.67,79.5,11.5,"2014","Sep","Thermocline","Thermocline"
"4821","PLNO",2014-09-15,15,9.14,80.4,9.7,"2014","Sep","Hypolimnion","Thermocline"
"4822","PLNO",2014-09-15,16,9.25,79.8,8.9,"2014","Sep","Hypolimnion","Hypolimnion"
"4823","PLNO",2014-09-15,17,9.34,79.6,8.2,"2014","Sep","Hypolimnion","Hypolimnion"
"4824","PLNO",2014-09-15,18,9.24,77.1,7.5,"2014","Sep","Hypolimnion","Hypolimnion"
"4825","PLNO",2014-09-15,19,8.98,74.2,7.1,"2014","Sep","Hypolimnion","Hypolimnion"
"4826","PLNO",2014-09-15,20,8.84,72.7,6.9,"2014","Sep","Hypolimnion","Hypolimnion"
"4827","PLNO",2014-09-15,21,8.81,72.2,6.8,"2014","Sep","Hypolimnion","Hypolimnion"
"4828","PLNO",2014-09-15,22,8.78,71.8,6.7,"2014","Sep","Hypolimnion","Hypolimnion"
"4829","PLNO",2014-09-15,23,8.73,71.2,6.6,"2014","Sep","Hypolimnion","Hypolimnion"
"4830","PLNO",2014-09-15,24,8.71,71,6.6,"2014","Sep","Hypolimnion","Hypolimnion"
"4831","PLNO",2014-09-15,25,8.71,70.8,6.5,"2014","Sep","Hypolimnion","Hypolimnion"
"4832","PLNO",2014-09-15,30,8.61,69.3,6.1,"2014","Sep","Hypolimnion","Hypolimnion"
"4833","PLNO",2014-09-15,35,8.62,68.7,5.7,"2014","Sep","Hypolimnion","Hypolimnion"
